epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9769386053085327,9.999999747378752e-06,0.06653495132923126,0.9637268781661987,0.11331748962402344
1,0.9786550998687744,9.999999747378752e-06,0.05898835510015488,0.9665718078613281,0.10899519920349121
2,0.9823120832443237,9.999999747378752e-06,0.053925566375255585,0.9658606052398682,0.10878575593233109
3,0.9808940887451172,9.999999747378752e-06,0.04938214644789696,0.9672830700874329,0.1066291555762291
4,0.9826852679252625,9.999999747378752e-06,0.05129879340529442,0.9679943323135376,0.10163523256778717
5,0.9830584526062012,9.999999747378752e-06,0.048226162791252136,0.9651493430137634,0.10269727557897568
6,0.98313307762146,9.999999747378752e-06,0.04803894832730293,0.9694167971611023,0.1034538745880127
7,0.9849242568016052,9.999999747378752e-06,0.043083034455776215,0.9679943323135376,0.10125385224819183
